S No,Station Name,Station Code,Station Category,Division,Zone,District,State,Category_Rank,Division_Station_Count,Zone_Share_%
5192,TALCHHAPAR,TLC,NSG6,JODHPUR,NWR,CHURU,RAJASTHAN,9,144,6.87
5193,THAIYAT HAMIRA,THM,NSG6,JODHPUR,NWR,JAISALMER,RAJASTHAN,9,144,6.87
5194,TILWARA,TWL,NSG6,JODHPUR,NWR,BARMER,RAJASTHAN,9,144,6.87
5195,TIVARI,TIW,NSG6,JODHPUR,NWR,JODHPUR,RAJASTHAN,9,144,6.87
5196,UDRAMSAR,UMS,NSG6,JODHPUR,NWR,BIKANER,RAJASTHAN,9,144,6.87
5197,UMED,UMED,NSG6,JODHPUR,NWR,JODHPUR,RAJASTHAN,9,144,6.87
5198,UTARLAI,UTL,NSG6,JODHPUR,NWR,BARMER,RAJASTHAN,9,144,6.87
5199,NELLORE-SOUTH HALT,NLS,HG1,VIJAYAWADA,SCR,SPSR NELLORE,ANDHRA PRADESH,1,156,8.47
5200,CHILUVUR,CLVR,HG2,VIJAYAWADA,SCR,GUNTUR,ANDHRA PRADESH,2,156,8.47
5201,DOSAPADU,DPD,HG2,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,2,156,8.47
5202,DURGADA GATE HALT,DGDG,HG2,VIJAYAWADA,SCR,KAKINADA,ANDHRA PRADESH,2,156,8.47
5203,IPURUPALEM HALT,IPPM,HG2,VIJAYAWADA,SCR,PRAKASAM,ANDHRA PRADESH,2,156,8.47
5204,JANDRAPETA HALT,JAQ,HG2,VIJAYAWADA,SCR,PRAKASAM,ANDHRA PRADESH,2,156,8.47
5205,KADAVAKUDURU,KVDU,HG2,VIJAYAWADA,SCR,BAPATLA,ANDHRA PRADESH,2,156,8.47
5206,KASIMKOTA,KSK,HG2,VIJAYAWADA,SCR,VISAKHAPATANAM,ANDHRA PRADESH,2,156,8.47
5207,KOLAKALUR HALT,KLX,HG2,VIJAYAWADA,SCR,GUNTUR,ANDHRA PRADESH,2,156,8.47
5208,KOTTA PANDILLAPALLI,KPLL,HG2,VIJAYAWADA,SCR,BAPATLA,ANDHRA PRADESH,2,156,8.47
5209,MACHAVARAM HALT,MCVM,HG2,VIJAYAWADA,SCR,GUNTUR,ANDHRA PRADESH,2,156,8.47
5210,MANCHILI,MCLE,HG2,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,2,156,8.47
5211,MODUKURU HALT,MDKU,HG2,VIJAYAWADA,SCR,BAPATLA,ANDHRA PRADESH,2,156,8.47
5212,PASIVEDALA,PSDA,HG2,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,2,156,8.47
5213,PUTLACHERUVU,PCU,HG2,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,2,156,8.47
5214,RAPARLA HALT,RPRL,HG2,VIJAYAWADA,SCR,PRAKASAM,ANDHRA PRADESH,2,156,8.47
5215,RELANGI,RLG,HG2,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,2,156,8.47
5216,SRUNGAVRUKSHAM,SGKM,HG2,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,2,156,8.47
5217,TARIGOPPULA,TGU,HG2,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,2,156,8.47
5218,VADLAMANNADU HALT,VMD,HG2,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,2,156,8.47
5219,VENDRA HALT,VND,HG2,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,2,156,8.47
5220,ARTALAKATTA,AKAH,HG3,VIJAYAWADA,SCR,KAKINADA,ANDHRA PRADESH,3,156,8.47
5221,BALABHADRAPURAM HALT,BBPM,HG3,VIJAYAWADA,SCR,EAST GODAVARI,ANDHRA PRADESH,3,156,8.47
5222,BRAHMANAGUDEM HALT,BMGM,HG3,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,3,156,8.47
5223,CHERUKUVADA,CKV,HG3,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,3,156,8.47
5224,CHINTAPARRU HALT,CTPR,HG3,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,3,156,8.47
5225,DRAKSHARAMA,DKSA,HG3,VIJAYAWADA,SCR,DR. B.R.AMBEDKAR KONASEEMA,ANDHRA PRADESH,3,156,8.47
5226,GANGAVARAM,GVMH,HG3,VIJAYAWADA,SCR,EAST GODAVARI,ANDHRA PRADESH,3,156,8.47
5227,GUNTAKODURU,GUK,HG3,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,3,156,8.47
5228,KOLANUKONDA HALT,KAQ,HG3,VIJAYAWADA,SCR,GUNTUR,ANDHRA PRADESH,3,156,8.47
5229,KOVVADA,KOVH,HG3,VIJAYAWADA,SCR,KAKINADA,ANDHRA PRADESH,3,156,8.47
5230,KUNDURU,KDUH,HG3,VIJAYAWADA,SCR,DR. B.R.AMBEDKAR KONASEEMA,ANDHRA PRADESH,3,156,8.47
5231,LAKSHMINARAYANAPURAM,LKSH,HG3,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,3,156,8.47
5232,LANKALAKODERU HALT,LKDU,HG3,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,3,156,8.47
5233,MOKHASA KALAVAPUDI,MVP,HG3,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,3,156,8.47
5234,NARASAPURAPUPETA,NSPH,HG3,VIJAYAWADA,SCR,DR. B.R.AMBEDKAR KONASEEMA,ANDHRA PRADESH,3,156,8.47
5235,NUJELLA,NUJ,HG3,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,3,156,8.47
5236,PALLEVADA,PLVA,HG3,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,3,156,8.47
5237,PASALAPUDI,PSLP,HG3,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,3,156,8.47
5238,SATYAVADA,STVA,HG3,VIJAYAWADA,SCR,EAST GODAVARI,ANDHRA PRADESH,3,156,8.47
5239,TENNERU,TNRU,HG3,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,3,156,8.47
5240,TIMMAPURAM HALT,TMPM,HG3,VIJAYAWADA,SCR,KAKINADA,ANDHRA PRADESH,3,156,8.47
5241,UNGUTURU,VGT,HG3,VIJAYAWADA,SCR,ELURU,ANDHRA PRADESH,3,156,8.47
5242,VAKADA,VH,HG3,VIJAYAWADA,SCR,KAKINADA,ANDHRA PRADESH,3,156,8.47
5243,VELANGI,VGH,HG3,VIJAYAWADA,SCR,KAKINADA,ANDHRA PRADESH,3,156,8.47
5244,VELPURU,VPU,HG3,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,3,156,8.47
5245,VENTRAPRAGADA,VPG,HG3,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,3,156,8.47
5246,VIRAVALLI HALT,VRVL,HG3,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,3,156,8.47
5247,VIJAYAWADA JN.,BZA,NSG2,VIJAYAWADA,SCR,NTR,ANDHRA PRADESH,5,156,8.47
5248,BHIMAVARAM TOWN,BVRT,NSG3,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,6,156,8.47
5249,ELURU,EE,NSG3,VIJAYAWADA,SCR,ELURU,ANDHRA PRADESH,6,156,8.47
5250,GUDUR JN.,GDR,NSG3,VIJAYAWADA,SCR,TIRUPATI,ANDHRA PRADESH,6,156,8.47
5251,KAKINADA TOWN,CCT,NSG3,VIJAYAWADA,SCR,KAKINADA,ANDHRA PRADESH,6,156,8.47
5252,NELLORE,NLR,NSG3,VIJAYAWADA,SCR,SPSR NELLORE,ANDHRA PRADESH,6,156,8.47
5253,ONGOLE,OGL,NSG3,VIJAYAWADA,SCR,PRAKASAM,ANDHRA PRADESH,6,156,8.47
5254,RAJAHMUNDRY,RJY,NSG3,VIJAYAWADA,SCR,EAST GODAVARI,ANDHRA PRADESH,6,156,8.47
5255,SAMALKOT JN.,SLO,NSG3,VIJAYAWADA,SCR,KAKINADA,ANDHRA PRADESH,6,156,8.47
5256,TENALI JN.,TEL,NSG3,VIJAYAWADA,SCR,GUNTUR,ANDHRA PRADESH,6,156,8.47
5257,ANAKAPALLE,AKP,NSG4,VIJAYAWADA,SCR,ANAKAPALLE,ANDHRA PRADESH,7,156,8.47
5258,ANNAVARAM,ANV,NSG4,VIJAYAWADA,SCR,KAKINADA,ANDHRA PRADESH,7,156,8.47
5259,BHIMAVARAM JN.,BVRM,NSG4,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,7,156,8.47
5260,CHIRALA,CLX,NSG4,VIJAYAWADA,SCR,PRAKASAM,ANDHRA PRADESH,7,156,8.47
5261,GUDIVADA JN.,GDV,NSG4,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,7,156,8.47
5262,KAKINADA PORT,COA,NSG4,VIJAYAWADA,SCR,KAKINADA,ANDHRA PRADESH,7,156,8.47
5263,NARASAPUR,NS,NSG4,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,7,156,8.47
5264,NIDADAVOLU JN.,NDD,NSG4,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,7,156,8.47
5265,TADEPALLIGUDEM,TDD,NSG4,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,7,156,8.47
5266,TUNI,TUNI,NSG4,VIJAYAWADA,SCR,KAKINADA,ANDHRA PRADESH,7,156,8.47
5267,AKIVIDU,AKVD,NSG5,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,8,156,8.47
5268,ANAPARTI,APT,NSG5,VIJAYAWADA,SCR,EAST GODAVARI,ANDHRA PRADESH,8,156,8.47
5269,BAPATLA,BPP,NSG5,VIJAYAWADA,SCR,BAPATLA,ANDHRA PRADESH,8,156,8.47
5270,BITRAGUNTA,BTTR,NSG5,VIJAYAWADA,SCR,SPSR NELLORE,ANDHRA PRADESH,8,156,8.47
5271,DWARAPUDI,DWP,NSG5,VIJAYAWADA,SCR,EAST GODAVARI,ANDHRA PRADESH,8,156,8.47
5272,ELLAMANCHILI,YLM,NSG5,VIJAYAWADA,SCR,ANAKAPALLE,ANDHRA PRADESH,8,156,8.47
5273,GODAVARI,GVN,NSG5,VIJAYAWADA,SCR,EAST GODAVARI,ANDHRA PRADESH,8,156,8.47
5274,KAIKALUR,KKLR,NSG5,VIJAYAWADA,SCR,ELURU,ANDHRA PRADESH,8,156,8.47
5275,KAVALI,KVZ,NSG5,VIJAYAWADA,SCR,SPSR NELLORE,ANDHRA PRADESH,8,156,8.47
5276,KOVVURU,KVR,NSG5,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,8,156,8.47
5277,MACHILIPATNAM,MTM,NSG5,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,8,156,8.47
5278,NARSIPATNAM ROAD,NRP,NSG5,VIJAYAWADA,SCR,ANAKAPALLE,ANDHRA PRADESH,8,156,8.47
5279,NIDUBROLU,NDO,NSG5,VIJAYAWADA,SCR,GUNTUR,ANDHRA PRADESH,8,156,8.47
5280,NUZVID,NZD,NSG5,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,8,156,8.47
5281,PALAKOLLU,PKO,NSG5,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,8,156,8.47
5282,PEDANA,PAV,NSG5,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,8,156,8.47
5283,PITHAPURAM,PAP,NSG5,VIJAYAWADA,SCR,KAKINADA,ANDHRA PRADESH,8,156,8.47
5284,POWERPET,PRH,NSG5,VIJAYAWADA,SCR,ELURU,ANDHRA PRADESH,8,156,8.47
5285,SINGARAYAKONDA,SKM,NSG5,VIJAYAWADA,SCR,PRAKASAM,ANDHRA PRADESH,8,156,8.47
5286,TANUKU,TNKU,NSG5,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,8,156,8.47
5287,VEDAYAPALEM,VDE,NSG5,VIJAYAWADA,SCR,SPSR NELLORE,ANDHRA PRADESH,8,156,8.47
5288,VIRAVASARAM,VVM,NSG5,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,8,156,8.47
5289,ALLURU ROAD,AXR,NSG6,VIJAYAWADA,SCR,SPSR NELLORE,ANDHRA PRADESH,9,156,8.47
5290,AMMANABROLU,ANB,NSG6,VIJAYAWADA,SCR,PRAKASAM,ANDHRA PRADESH,9,156,8.47
5291,APPIKATLA,APL,NSG6,VIJAYAWADA,SCR,BAPATLA,ANDHRA PRADESH,9,156,8.47
5292,ARAVALLI,AVLI,NSG6,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,9,156,8.47
5293,ATTILI,AL,NSG6,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,9,156,8.47
5294,BADAMPUDI,BPY,NSG6,VIJAYAWADA,SCR,ELURU,ANDHRA PRADESH,9,156,8.47
5295,BAYYAVARAM,BVM,NSG6,VIJAYAWADA,SCR,ANAKAPALLE,ANDHRA PRADESH,9,156,8.47
5296,BHIMADOLU,BMD,NSG6,VIJAYAWADA,SCR,ELURU,ANDHRA PRADESH,9,156,8.47
5297,BIKKAVOLU,BVL,NSG6,VIJAYAWADA,SCR,KAKINADA,ANDHRA PRADESH,9,156,8.47
5298,CHAGALLU,CU,NSG6,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,9,156,8.47
5299,CHEBROL,CEL,NSG6,VIJAYAWADA,SCR,ELURU,ANDHRA PRADESH,9,156,8.47
5300,CHILAKALAPUDI,CLU,NSG6,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,9,156,8.47
5301,CHINNA GANJAM,CJM,NSG6,VIJAYAWADA,SCR,BAPATLA,ANDHRA PRADESH,9,156,8.47
5302,DENDULURU,DEL,NSG6,VIJAYAWADA,SCR,ELURU,ANDHRA PRADESH,9,156,8.47
5303,DUGGIRALA,DIG,NSG6,VIJAYAWADA,SCR,GUNTUR,ANDHRA PRADESH,9,156,8.47
5304,GANNAVARAM,GWM,NSG6,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,9,156,8.47
5305,GOLLAPROLU,GLP,NSG6,VIJAYAWADA,SCR,KAKINADA,ANDHRA PRADESH,9,156,8.47
5306,GUDLAVALLERU,GVL,NSG6,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,9,156,8.47
5307,GULLIPADU,GLU,NSG6,VIJAYAWADA,SCR,ANAKAPALLE,ANDHRA PRADESH,9,156,8.47
5308,GUNADALA,GALA,NSG6,VIJAYAWADA,SCR,NTR,ANDHRA PRADESH,9,156,8.47
5309,HAMSAVARAM,HVM,NSG6,VIJAYAWADA,SCR,KAKINADA,ANDHRA PRADESH,9,156,8.47
5310,INDUPALLI,IDP,NSG6,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,9,156,8.47
5311,KADIYAM,KYM,NSG6,VIJAYAWADA,SCR,EAST GODAVARI,ANDHRA PRADESH,9,156,8.47
5312,KALDHARI,KLDI,NSG6,VIJAYAWADA,SCR,EAST GODAVARI,ANDHRA PRADESH,9,156,8.47
5313,KARAPA,KRAP,NSG6,VIJAYAWADA,SCR,KAKINADA,ANDHRA PRADESH,9,156,8.47
5314,KARAVADI,KRV,NSG6,VIJAYAWADA,SCR,PRAKASAM,ANDHRA PRADESH,9,156,8.47
5315,KAUTARAM,KVM,NSG6,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,9,156,8.47
5316,KODAVALURU,KJJ,NSG6,VIJAYAWADA,SCR,SPSR NELLORE,ANDHRA PRADESH,9,156,8.47
5317,KONDAPALLI,KI,NSG6,VIJAYAWADA,SCR,NTR,ANDHRA PRADESH,9,156,8.47
5318,KOTIPALLI,KPLH,NSG6,VIJAYAWADA,SCR,DR. B.R.AMBEDKAR KONASEEMA,ANDHRA PRADESH,9,156,8.47
5319,KRISHNA CANAL JN,KCC,NSG6,VIJAYAWADA,SCR,GUNTUR,ANDHRA PRADESH,9,156,8.47
5320,MADHURANAGAR,MDUN,NSG6,VIJAYAWADA,SCR,NTR,ANDHRA PRADESH,9,156,8.47
5321,MANDAVALLI,MDVL,NSG6,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,9,156,8.47
5322,MANUBOLU,MBL,NSG6,VIJAYAWADA,SCR,SPSR NELLORE,ANDHRA PRADESH,9,156,8.47
5323,MEDAPADU,MPU,NSG6,VIJAYAWADA,SCR,KAKINADA,ANDHRA PRADESH,9,156,8.47
5324,MOTURU,OTR,NSG6,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,9,156,8.47
5325,MUSTABADA,MBD,NSG6,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,9,156,8.47
5326,NARASINGAPALLI,NASP,NSG6,VIJAYAWADA,SCR,VISAKHAPATANAM,ANDHRA PRADESH,9,156,8.47
5327,NAVABPALEM,NBM,NSG6,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,9,156,8.47
5328,NIDAMANURU,NDM,NSG6,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,9,156,8.47
5329,PADUGUPADU,PGU,NSG6,VIJAYAWADA,SCR,SPSR NELLORE,ANDHRA PRADESH,9,156,8.47
5330,PEDDA AVATAPALLE,PAVP,NSG6,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,9,156,8.47
5331,PEDDAVADLAPUDI,PVD,NSG6,VIJAYAWADA,SCR,GUNTUR,ANDHRA PRADESH,9,156,8.47
5332,PENNADA AGRAHARAM,PAGM,NSG6,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,9,156,8.47
5333,PULLA,PUA,NSG6,VIJAYAWADA,SCR,ELURU,ANDHRA PRADESH,9,156,8.47
5334,RAMACHANDRAPURAM,RBCS,NSG6,VIJAYAWADA,SCR,DR. B.R.AMBEDKAR KONASEEMA,ANDHRA PRADESH,9,156,8.47
5335,RAMAVARAPPADU,RMV,NSG6,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,9,156,8.47
5336,RAVIKAMPADU,RVD,NSG6,VIJAYAWADA,SCR,KAKINADA,ANDHRA PRADESH,9,156,8.47
5337,RAYANAPADU,RYP,NSG6,VIJAYAWADA,SCR,NTR,ANDHRA PRADESH,9,156,8.47
5338,REGUPALEM,REG,NSG6,VIJAYAWADA,SCR,ANAKAPALLE,ANDHRA PRADESH,9,156,8.47
5339,SRI VENKATESWARAPALE,SVPM,NSG6,VIJAYAWADA,SCR,SPSR NELLORE,ANDHRA PRADESH,9,156,8.47
5340,STUARTPURAM,SPF,NSG6,VIJAYAWADA,SCR,GUNTUR,ANDHRA PRADESH,9,156,8.47
5341,SURAREDDIPALEM,SDM,NSG6,VIJAYAWADA,SCR,PRAKASAM,ANDHRA PRADESH,9,156,8.47
5342,TALAMANCHI,TMC,NSG6,VIJAYAWADA,SCR,SPSR NELLORE,ANDHRA PRADESH,9,156,8.47
5343,TANGUTURU,TNR,NSG6,VIJAYAWADA,SCR,PRAKASAM,ANDHRA PRADESH,9,156,8.47
5344,TELAPROLU,TOU,NSG6,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,9,156,8.47
5345,TETTU,TTU,NSG6,VIJAYAWADA,SCR,PRAKASAM,ANDHRA PRADESH,9,156,8.47
5346,THADI,THY,NSG6,VIJAYAWADA,SCR,VISAKHAPATANAM,ANDHRA PRADESH,9,156,8.47
5347,TSUNDURU,TSR,NSG6,VIJAYAWADA,SCR,BAPATLA,ANDHRA PRADESH,9,156,8.47
5348,ULAVAPADU,UPD,NSG6,VIJAYAWADA,SCR,PRAKASAM,ANDHRA PRADESH,9,156,8.47
5349,UNDI,UNDI,NSG6,VIJAYAWADA,SCR,WEST GODAVARI,ANDHRA PRADESH,9,156,8.47
5350,UPPALUR,UPL,NSG6,VIJAYAWADA,SCR,KRISHNA,ANDHRA PRADESH,9,156,8.47
5351,UPPUGUNDURU,UGD,NSG6,VIJAYAWADA,SCR,PRAKASAM,ANDHRA PRADESH,9,156,8.47
5352,VATLUR,VAT,NSG6,VIJAYAWADA,SCR,ELURU,ANDHRA PRADESH,9,156,8.47
5353,VENKATACHALAM,VKT,NSG6,VIJAYAWADA,SCR,SPSR NELLORE,ANDHRA PRADESH,9,156,8.47
5354,VETAPALEM,VTM,NSG6,VIJAYAWADA,SCR,PRAKASAM,ANDHRA PRADESH,9,156,8.47
5355,ANGALAKUDURU H,AKU,HG2,GUNTUR,SCR,GUNTUR,ANDHRA PRADESH,2,66,8.47
5356,GURUJALA,GZA,HG2,GUNTUR,SCR,PALNADU,ANDHRA PRADESH,2,66,8.47
5357,KISTAMSETTIPALLI,KSTE,HG2,GUNTUR,SCR,PRAKASAM,ANDHRA PRADESH,2,66,8.47
5358,PENUMARRU HALT,PUMU,HG2,GUNTUR,SCR,BAPATLA,ANDHRA PRADESH,2,66,8.47
5359,RENTACHINTALA HALT,RCA,HG2,GUNTUR,SCR,PALNADU,ANDHRA PRADESH,2,66,8.47
5360,VELLACHERUVU HALT,VLE,HG2,GUNTUR,SCR,PRAKASAM,ANDHRA PRADESH,2,66,8.47
5361,BHATTIPROLU,BQU,HG3,GUNTUR,SCR,BAPATLA,ANDHRA PRADESH,3,66,8.47
5362,PALLIKONA,POA,HG3,GUNTUR,SCR,BAPATLA,ANDHRA PRADESH,3,66,8.47
5363,ZAMPANI HALT,ZPI,HG3,GUNTUR,SCR,GUNTUR,ANDHRA PRADESH,3,66,8.47
5364,GUNTUR JN.,GNT,NSG3,GUNTUR,SCR,GUNTUR,ANDHRA PRADESH,6,66,8.47
5365,MANGALAGIRI,MAG,NSG4,GUNTUR,SCR,GUNTUR,ANDHRA PRADESH,7,66,8.47
5366,NANDYAL,NDL,NSG4,GUNTUR,SCR,NANDYAL,ANDHRA PRADESH,7,66,8.47
5367,REPALLE,RAL,NSG4,GUNTUR,SCR,BAPATLA,ANDHRA PRADESH,7,66,8.47
5368,CUMBUM,CBM,NSG5,GUNTUR,SCR,PRAKASAM,ANDHRA PRADESH,8,66,8.47
5369,DONAKONDA,DKD,NSG5,GUNTUR,SCR,PRAKASAM,ANDHRA PRADESH,8,66,8.47
5370,GIDDALUR,GID,NSG5,GUNTUR,SCR,PRAKASAM,ANDHRA PRADESH,8,66,8.47
5371,MACHERLA,MCLA,NSG5,GUNTUR,SCR,PALNADU,ANDHRA PRADESH,8,66,8.47
5372,MARKAPUR ROAD,MRK,NSG5,GUNTUR,SCR,PRAKASAM,ANDHRA PRADESH,8,66,8.47
5373,MIRYALAGUDA,MRGA,NSG5,GUNTUR,SCR,NALGONDA,TELANGANA,8,66,8.47
5374,NADIKUDE JN.,NDKD,NSG5,GUNTUR,SCR,PALNADU,ANDHRA PRADESH,8,66,8.47
5375,NALGONDA,NLDA,NSG5,GUNTUR,SCR,NALGONDA,TELANGANA,8,66,8.47
5376,NARASARAOPET,NRT,NSG5,GUNTUR,SCR,PALNADU,ANDHRA PRADESH,8,66,8.47
5377,NEW GUNTUR STATION,NGNT,NSG5,GUNTUR,SCR,GUNTUR,ANDHRA PRADESH,8,66,8.47
5378,PIDUGURALLA,PGRL,NSG5,GUNTUR,SCR,PALNADU,ANDHRA PRADESH,8,66,8.47
5379,SATTENAPALLE,SAP,NSG5,GUNTUR,SCR,PALNADU,ANDHRA PRADESH,8,66,8.47
5380,VINUKONDA,VKN,NSG5,GUNTUR,SCR,PALNADU,ANDHRA PRADESH,8,66,8.47
5381,BANDARUPALLI,BDPL,NSG6,GUNTUR,SCR,GUNTUR,ANDHRA PRADESH,9,66,8.47
5382,BELLAMKONDA,BMKD,NSG6,GUNTUR,SCR,PALNADU,ANDHRA PRADESH,9,66,8.47
5383,CHALAMA,CMZ,NSG6,GUNTUR,SCR,NANDYAL,ANDHRA PRADESH,9,66,8.47
5384,CHEEKATEGALAPALEM,CEM,NSG6,GUNTUR,SCR,PALNADU,ANDHRA PRADESH,9,66,8.47
5385,CHINNARAVURU,CIV,NSG6,GUNTUR,SCR,GUNTUR,ANDHRA PRADESH,9,66,8.47
5386,CHITYALA,CTYL,NSG6,GUNTUR,SCR,NALGONDA,TELANGANA,9,66,8.47
5387,DIGUVAMETTA,DMT,NSG6,GUNTUR,SCR,PRAKASAM,ANDHRA PRADESH,9,66,8.47
5388,GAJJELAKONDA,GJJ,NSG6,GUNTUR,SCR,PRAKASAM,ANDHRA PRADESH,9,66,8.47
5389,GAZULAPALLI,GZL,NSG6,GUNTUR,SCR,NANDYAL,ANDHRA PRADESH,9,66,8.47
5390,GUNDLAKAMMA,GKM,NSG6,GUNTUR,SCR,PALNADU,ANDHRA PRADESH,9,66,8.47
5391,JAGGAMBHOTLA KRISHNA,JBK,NSG6,GUNTUR,SCR,PRAKASAM,ANDHRA PRADESH,9,66,8.47
5392,KURICHEDU,KCD,NSG6,GUNTUR,SCR,PRAKASAM,ANDHRA PRADESH,9,66,8.47
5393,MUNUMAKA,MUK,NSG6,GUNTUR,SCR,PALNADU,ANDHRA PRADESH,9,66,8.47
5394,NAGIREDDIPALLI,NRDP,NSG6,GUNTUR,SCR,YADADRI BHUVANAGIRI,TELANGANA,9,66,8.47
5395,NALLAPADU,NLPD,NSG6,GUNTUR,SCR,GUNTUR,ANDHRA PRADESH,9,66,8.47
5396,NAMBURU,NBR,NSG6,GUNTUR,SCR,GUNTUR,ANDHRA PRADESH,9,66,8.47
5397,NUDURUPADU,NDPU,NSG6,GUNTUR,SCR,GUNTUR,ANDHRA PRADESH,9,66,8.47
5398,PEDAKAKANI HALT,PDKN,NSG6,GUNTUR,SCR,GUNTUR,ANDHRA PRADESH,9,66,8.47
5399,PEDDAKURAPADU,PKPU,NSG6,GUNTUR,SCR,PALNADU,ANDHRA PRADESH,9,66,8.47
5400,PERECHERLA,PRCA,NSG6,GUNTUR,SCR,GUNTUR,ANDHRA PRADESH,9,66,8.47
5401,PHIRANGIPURAM,PPM,NSG6,GUNTUR,SCR,GUNTUR,ANDHRA PRADESH,9,66,8.47
5402,PONDUGULA,PDGL,NSG6,GUNTUR,SCR,PALNADU,ANDHRA PRADESH,9,66,8.47
5403,POTLAPADU,POO,NSG6,GUNTUR,SCR,PRAKASAM,ANDHRA PRADESH,9,66,8.47
5404,RAMANNAPETA,RMNP,NSG6,GUNTUR,SCR,YADADRI BHUVANAGIRI,TELANGANA,9,66,8.47
5405,REDDIGUDEM,REM,NSG6,GUNTUR,SCR,PALNADU,ANDHRA PRADESH,9,66,8.47
5406,SANGAMJAGARLAMUDI,SJL,NSG6,GUNTUR,SCR,GUNTUR,ANDHRA PRADESH,9,66,8.47
5407,SANTAMAGULUR,SAB,NSG6,GUNTUR,SCR,PALNADU,ANDHRA PRADESH,9,66,8.47
5408,SATULUR,STUR,NSG6,GUNTUR,SCR,PALNADU,ANDHRA PRADESH,9,66,8.47
5409,SAVALYAPURAM,SYM,NSG6,GUNTUR,SCR,PALNADU,ANDHRA PRADESH,9,66,8.47
5410,SHRI RAMPURAM,SRMR,NSG6,GUNTUR,SCR,NALGONDA,TELANGANA,9,66,8.47
5411,SIRIPURAM,SRPM,NSG6,GUNTUR,SCR,GUNTUR,ANDHRA PRADESH,9,66,8.47
5412,SOMIDEVIPALLE,SDV,NSG6,GUNTUR,SCR,PRAKASAM,ANDHRA PRADESH,9,66,8.47
5413,TARLUPADU,TLU,NSG6,GUNTUR,SCR,PRAKASAM,ANDHRA PRADESH,9,66,8.47
