S No,Station Name,Station Code,Station Category,Division,Zone,District,State
1326,BANGARI,BGAR,HG2,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1327,BARAIPURA HALT,BAPN,HG2,SAMASTIPUR,ECR,SAMASTIPUR,BIHAR
1328,BHISA HALT,BHSA,HG2,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1329,CHANDAUNA HALT,CNX,HG2,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1330,DEBRABANDHAULI HALT,DBLI,HG2,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1331,JAGDISHPUR A HALT,JPAH,HG2,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1332,KURIA,KXRA,HG2,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1333,LALIT LACHMIPUR,LLPR,HG2,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1334,MABBI HALT,MABB,HG2,SAMASTIPUR,ECR,SAMASTIPUR,BIHAR
1335,MASNADIH,MSDH,HG2,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1336,MOHINI MANDAL,MMDL,HG2,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1337,N.RUNISAIDPUR H,NRSD,HG2,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1338,NEURI HALT,NUIH,HG2,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1339,PAHARJAGANGAUR HALT,PRGA,HG2,SAMASTIPUR,ECR,KHAGARIA,BIHAR
1340,RUPAULI,RPLY,HG2,SAMASTIPUR,ECR,MADHEPURA,BIHAR
1341,SAHEED SURAJ NARAYAN,SSNS,HG2,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1342,SHASAN HALT,SSRH,HG2,SAMASTIPUR,ECR,SAMASTIPUR,BIHAR
1343,ALINAGAR TOLA,ATX,HG3,SAMASTIPUR,ECR,PURNIA,BIHAR
1344,ASANPUR KUPHA H,APKH,HG3,SAMASTIPUR,ECR,SUPAUL,BIHAR
1345,AWASANI,AWS,HG3,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1346,BABA RAGHUNI DH,BRHD,HG3,SAMASTIPUR,ECR,SAHARSA,BIHAR
1347,BAIJNATHPUR ANDOLI H,VDNP,HG3,SAMASTIPUR,ECR,SUPAUL,BIHAR
1348,BARHARA,BHHT,HG3,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1349,BENIPUR A HALT,BPAH,HG3,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1350,BENIPURGRAM H,BPGR,HG3,SAMASTIPUR,ECR,SAMASTIPUR,BIHAR
1351,BHAIROPATTI HALT,BHTH,HG3,SAMASTIPUR,ECR,SAHARSA,BIHAR
1352,BIJULI HALT,BJIH,HG3,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1353,CHAILAHA HALT,CHAH,HG3,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1354,CHAKARDAHA HALT,CRDA,HG3,SAMASTIPUR,ECR,ARARIA,BIHAR
1355,CHANDESHWARSTHAN,CDMA,HG3,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1356,CHANDPIPAR HALT,CAC,HG3,SAMASTIPUR,ECR,SUPAUL,BIHAR
1357,CHHATAPUR ROAD HALT,CTU,HG3,SAMASTIPUR,ECR,SUPAUL,BIHAR
1358,DEENAPATTI,DEPI,HG3,SAMASTIPUR,ECR,MADHEPURA,BIHAR
1359,DEVIGANJ,DGZ,HG3,SAMASTIPUR,ECR,SUPAUL,BIHAR
1360,FUNGO HALT,FNO,HG3,SAMASTIPUR,ECR,KHAGARIA,BIHAR
1361,HARAPATTI HALT,HPI,HG3,SAMASTIPUR,ECR,PURNIA,BIHAR
1362,HARPUR NAG,HRNG,HG3,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1363,JHANJHARPUR BAZAR HA,JJBR,HG3,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1364,K.CHINTAMANPUR,KPCM,HG3,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1365,KADAMPURA HALT,KDRA,HG3,SAMASTIPUR,ECR,SUPAUL,BIHAR
1366,KANGALI H,KNLI,HG3,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1367,KARUKHIRHARNAGAR HAL,KKNH,HG3,SAMASTIPUR,ECR,SAHARSA,BIHAR
1368,KORAHIA,KRHA,HG3,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1369,MA JAGD NWDA H,MJNS,HG3,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1370,MAHIKHAND HALT,MIKD,HG3,SAMASTIPUR,ECR,MADHEPURA,BIHAR
1371,MANDAN MISHRA,MNMA,HG3,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1372,MANGARPATTI H,MGPI,HG3,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1373,MITHILA DEEP,MTLP,HG3,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1374,MUSHARWA HALT,MSHW,HG3,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1375,NANDLALEE HALT,NDLH,HG3,SAMASTIPUR,ECR,SAHARSA,BIHAR
1376,NARAYANPUR MURLI HAL,NRPM,HG3,SAMASTIPUR,ECR,SUPAUL,BIHAR
1377,NARIYAR HALT,NRV,HG3,SAMASTIPUR,ECR,MUZAFFARPUR,BIHAR
1378,NEMUA HALT,NEUA,HG3,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1379,PARMINIYA HALT,PMYA,HG3,SAMASTIPUR,ECR,SAHARSA,BIHAR
1380,PARSA BASUARI,PRBR,HG3,SAMASTIPUR,ECR,SUPAUL,BIHAR
1381,PARSA NAGAR H,PRSN,HG3,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1382,PRAJAPATI HALT,PJPT,HG3,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1383,PURUSHOTAMPUR HALT,PSPH,HG3,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1384,RAM BISHANPUR HALT,RBQ,HG3,SAMASTIPUR,ECR,SUPAUL,BIHAR
1385,RAMESHWAR NAGAR HALT,RSWN,HG3,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1386,RAMRUPNAGAR HALT,RRNH,HG3,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1387,SAHARSA KACHERI HALT,SHKY,HG3,SAMASTIPUR,ECR,SAHARSA,BIHAR
1388,SALEMPUR HALT,SPRN,HG3,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1389,SARDAR BALLABH BHAI,SBBP,HG3,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1390,SHISHO H,SHEO,HG3,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1391,SUKHASAN KOTHI H,SKHK,HG3,SAMASTIPUR,ECR,PURNIA,BIHAR
1392,SUKHSHENA HALT,SKEN,HG3,SAMASTIPUR,ECR,PURNIA,BIHAR
1393,SUNDERPUR HALT,SUDR,HG3,SAMASTIPUR,ECR,SUPAUL,BIHAR
1394,TAPASWINARAYAN NAGAR,TNNH,HG3,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1395,UGNA,UGNA,HG3,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1396,DARBANGA,DBG,NSG2,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1397,DARBHANGA JN.,DBG,NSG2,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1398,BAPUDHAM MOTIHARI,BMKI,NSG3,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1399,BAPUDHAM MOTIHARI,BMKI,NSG3,SAMASTIPUR,ECR,MOTIHARI,BIHAR
1400,BETTIAH,BTH,NSG3,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1401,BETTIAH,BTH,NSG3,SAMASTIPUR,ECR,W CHAMPARAN,BIHAR
1402,JAYNAGAR,JYG,NSG3,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1403,JAYNAGAR,JYG,NSG3,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1404,MADHUBANI,MBI,NSG3,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1405,RAXAUL JN.,RXL,NSG3,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1406,RAXAUL JN.,RXL,NSG3,SAMASTIPUR,ECR,E. CHAMPARAN,BIHAR
1407,SAHARSA,SHC,NSG3,SAMASTIPUR,ECR,SAHARSA,BIHAR
1408,SAHARSA (D.D LINE),SHC (D.D LINE),NSG3,SAMASTIPUR,ECR,SAHARSA,BIHAR
1409,SAHARSA JN.,SHC,NSG3,SAMASTIPUR,ECR,SAHARSA,BIHAR
1410,SAMASTIPUR JN.,SPJ,NSG3,SAMASTIPUR,ECR,SAMASTIPUR,BIHAR
1411,BAGAHA,BUG,NSG4,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1412,NARKATIAGANJ,NKE,NSG4,SAMASTIPUR,ECR,W CHAMPARAN,BIHAR
1413,NARKATIAGANJ JN.,NKE,NSG4,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1414,SAGAULI JN..,SGL,NSG4,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1415,SAKRI JN.,SKI,NSG4,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1416,SAKRI JN.,SKI,NSG4,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1417,SITAMARHI,SMI,NSG4,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1418,SITAMARHI,SMI,NSG4,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1419,BADLA GHAT,BHB,NSG5,SAMASTIPUR,ECR,KHAGARIA,BIHAR
1420,BADLAGHAT,BHB,NSG5,SAMASTIPUR,ECR,KHAGARIA,BIHAR
1421,BAIRAGNIA,BGU,NSG5,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1422,BANMANKHI JN.,BNKI,NSG5,SAMASTIPUR,ECR,PURNIA,BIHAR
1423,BARHARA KOTHI,BAKT,NSG5,SAMASTIPUR,ECR,PURNEA,BIHAR
1424,CHAKIA,CAA,NSG5,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1425,CHAKIA,CAA,NSG5,SAMASTIPUR,ECR,E. CHAMPARAN,BIHAR
1426,CHANPATIA,CAI,NSG5,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1427,DAURAM MADHEPURA,DMH,NSG5,SAMASTIPUR,ECR,MADHEPURA,BIHAR
1428,DAURAM MADHEPURA,DMH,NSG5,SAMASTIPUR,ECR,MADHEPURA,BIHAR
1429,GHORASAHAN,GRH,NSG5,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1430,HARINAGAR,HIR,NSG5,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1431,HARINAGAR,HIR,NSG5,SAMASTIPUR,ECR,W CHAMPARAN,BIHAR
1432,HASANPUR ROAD,HPO,NSG5,SAMASTIPUR,ECR,SAMASTIPUR,BIHAR
1433,HASANPUR ROAD,HPO,NSG5,SAMASTIPUR,ECR,SAMASTIPUR,BIHAR
1434,JANAKPUR ROAD,JNR,NSG5,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1435,JANAKPUR ROAD,JNR,NSG5,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1436,KAMTAUL,KML,NSG5,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1437,KOPARIA,KFA,NSG5,SAMASTIPUR,ECR,SAHARSA,BIHAR
1438,LAHERIA SARAI,LSI,NSG5,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1439,LAHERIASARAI,LSI,NSG5,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1440,MEHSI,MAI,NSG5,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1441,MOTIPUR,MTR,NSG5,SAMASTIPUR,ECR,MUZAFFARPUR,BIHAR
1442,MUHAMMADPUR,MHP,NSG5,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1443,MURLIGANJ,MRIJ,NSG5,SAMASTIPUR,ECR,MADHEPURA,BIHAR
1444,RAJNAGAR,RJA,NSG5,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1445,RAMGARHWA,RGH,NSG5,SAMASTIPUR,ECR,MOTIHARI,BIHAR
1446,RAMGARHWA F,RGH,NSG5,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1447,RUSERA GHAT,ROA,NSG5,SAMASTIPUR,ECR,SAMASTIPUR,BIHAR
1448,SALAUNA,SLNA,NSG5,SAMASTIPUR,ECR,BEGUSARAI,BIHAR
1449,SALAUNA,SLNA,NSG5,SAMASTIPUR,ECR,BEGUSARAI,BIHAR
1450,SIMRI BAKHTIYARPUR,SBV,NSG5,SAMASTIPUR,ECR,SAHARSA,BIHAR
1451,SONBARSA KACHERI,SBM,NSG5,SAMASTIPUR,ECR,SAHARSA,BIHAR
1452,SONBERSA KACCHERI,SBM,NSG5,SAMASTIPUR,ECR,SAHARSA,BIHAR
1453,SUPAUL,SOU,NSG5,SAMASTIPUR,ECR,SUPAUL,BIHAR
1454,ADAPUR,ADX,NSG6,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1455,ANGAR GHAT,ARG,NSG6,SAMASTIPUR,ECR,SAMASTIPUR,BIHAR
1456,AURAHI F,AUI,NSG6,SAMASTIPUR,ECR,PURNIA,BIHAR
1457,AWAPUR F,AWPR,NSG6,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1458,BAIJNATHPUR,BYP,NSG6,SAMASTIPUR,ECR,SAHARSA,BIHAR
1459,BAJPATTI,BJT,NSG6,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1460,BARHARA KOTHI F,BAKT,NSG6,SAMASTIPUR,ECR,MADHEPURA,BIHAR
1461,BHAGWANPUR DESUA,BGDS,NSG6,SAMASTIPUR,ECR,SAMASTIPUR,BIHAR
1462,BHAGWANPURDESUA,BGDS,NSG6,SAMASTIPUR,ECR,SAMASTIPUR,BIHAR
1463,BHELWA,BLV,NSG6,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1464,BHITIHARWA ASHRAM F,BHWR,NSG6,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1465,BIHAIROGANJ,BRU,NSG6,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1466,BIHARIGANJ,BHGJ,NSG6,SAMASTIPUR,ECR,MADHEPURA,BIHAR
1467,BIRAUL,BIRL,NSG6,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1468,BUDHMA,BDMA,NSG6,SAMASTIPUR,ECR,MADHEPURA,BIHAR
1469,BUDHMA,BDMA,NSG6,SAMASTIPUR,ECR,MADHEPURA,BIHAR
1470,CHAMUA F,CAMU,NSG6,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1471,CHAURADANO,CAO,NSG6,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1472,CHIKNA F,CKNA,NSG6,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1473,DHAMARA GHAT,DHT,NSG6,SAMASTIPUR,ECR,KHAGARIA,BIHAR
1474,DHANG,DAG,NSG6,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1475,DHANG,DAG,NSG6,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1476,DHARMINIYA HALT,DRQ,NSG6,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1477,DRSKSN GARHPURA,DSKG,NSG6,SAMASTIPUR,ECR,SAMASTIPUR,BIHAR
1478,DUMRA,DUMR,NSG6,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1479,GARH BARUARI,GEB,NSG6,SAMASTIPUR,ECR,SUPAUL,BIHAR
1480,GARHA,GARA,NSG6,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1481,GHOGARDIHA,GGH,NSG6,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1482,GOKHULA,GKA,NSG6,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1483,GURHANWA F,GRNA,NSG6,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1484,HAIAGHAT,HYT,NSG6,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1485,HARNAGAR,HRGR,NSG6,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1486,IMLI,IMLI,NSG6,SAMASTIPUR,ECR,KHAGARIA,BIHAR
1487,JAIMURTINAGAR F,JMM,NSG6,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1488,JANAKINAGAR,JNKR,NSG6,SAMASTIPUR,ECR,PURNIA,BIHAR
1489,JHANJHARPUR JN.,JJP,NSG6,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1490,JIWDHARA,JDR,NSG6,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1491,JOGIARA,JGA,NSG6,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1492,JUBBASAHANI,JUBS,NSG6,SAMASTIPUR,ECR,MUZAFFARPUR,BIHAR
1493,KAKARGHATTI,KKHT,NSG6,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1494,KANTI,KTI,NSG6,SAMASTIPUR,ECR,MUZAFFARPUR,BIHAR
1495,KANTI,KTI,NSG6,SAMASTIPUR,ECR,MUZAFFARPUR,BIHAR
1496,KAPARPURA,KVC,NSG6,SAMASTIPUR,ECR,MUZAFFARPUR,BIHAR
1497,KHAJAULI,KJI,NSG6,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1498,KHAJAULI,KJI,NSG6,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1499,KHARPOKHRA,KPB,NSG6,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1500,KIRTYANAND NAGAR,KTNR,NSG6,SAMASTIPUR,ECR,PURNIA,BIHAR
1501,KISHANPUR,KSP,NSG6,SAMASTIPUR,ECR,SAMASTIPUR,BIHAR
1502,KUMARBAGH,KUMB,NSG6,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1503,KUMARBAGH,KUMB,NSG6,SAMASTIPUR,ECR,W CHAMPARAN,BIHAR
1504,KUNDWA CHAINPUR,KWC,NSG6,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1505,LALIT GRAM,LLP,NSG6,SAMASTIPUR,ECR,SUPAUL,BIHAR
1506,LOHNA ROAD,LNO,NSG6,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1507,MAHWAL,MHL,NSG6,SAMASTIPUR,ECR,MUZAFFARPUR,BIHAR
1508,MAHWAL,MHL,NSG6,SAMASTIPUR,ECR,MUZAFFARPUR,BIHAR
1509,MAJHOWALIA,MJL,NSG6,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1510,MANIGACHI,MGI,NSG6,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1511,MARJADWA,MRJD,NSG6,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1512,METHAI F,MEE,NSG6,SAMASTIPUR,ECR,MADHEPURA,BIHAR
1513,MOTIHARI COURT F,MCO,NSG6,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1514,MUKTAPUR,MKPR,NSG6,SAMASTIPUR,ECR,SAMASTIPUR,BIHAR
1515,MUKTAPUR,MKPR,NSG6,SAMASTIPUR,ECR,SAMASTIPUR,BIHAR
1516,MURAITHA HALT,MRTA,NSG6,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1517,NAKARDEI,NKU,NSG6,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1518,NAYA NAGAR,NWC,NSG6,SAMASTIPUR,ECR,SAMASTIPUR,BIHAR
1519,NIRMALI,NMA,NSG6,SAMASTIPUR,ECR,SUPAUL,BIHAR
1520,OLAPUR,OLP,NSG6,SAMASTIPUR,ECR,KHAGARIA,BIHAR
1521,PACHPOKHARIA F,PPK,NSG6,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1522,PANCHGACHIA,PGC,NSG6,SAMASTIPUR,ECR,SAHARSA,BIHAR
1523,PANDAUL,PDW,NSG6,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1524,PARAMJTARAJIVAR,PATR,NSG6,SAMASTIPUR,ECR,MUZAFFARPUR,BIHAR
1525,PARSAUNI,PSZ,NSG6,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1526,PIPRA,PPA,NSG6,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1527,PIPRAHAN,PPRH,NSG6,SAMASTIPUR,ECR,MUZAFFARPUR,BIHAR
1528,PRATAPGANJ,PPV,NSG6,SAMASTIPUR,ECR,SUPAUL,BIHAR
1529,PURNEA COURT,PRNC,NSG6,SAMASTIPUR,ECR,PURNIA,BIHAR
1530,PURNEA COURT,PRNC,NSG6,SAMASTIPUR,ECR,PURNEA,BIHAR
1531,RAGHOPUR,RGV,NSG6,SAMASTIPUR,ECR,SUPAUL,BIHAR
1532,RAGHUBANS NAGAR F,RBN,NSG6,SAMASTIPUR,ECR,MADHEPURA,BIHAR
1533,RAMBHADDARPUR,RBZ,NSG6,SAMASTIPUR,ECR,SAMASTIPUR,BIHAR
1534,RIGA,RIGA,NSG6,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1535,RIGA,RIGA,NSG6,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1536,RUNNISAID PUR,RUSD,NSG6,SAMASTIPUR,ECR,SITAMARHI,BIHAR
1537,SARAYGARH,SRGR,NSG6,SAMASTIPUR,ECR,SUPAUL,BIHAR
1538,SARSI,SRSI,NSG6,SAMASTIPUR,ECR,PURNIA,BIHAR
1539,SARSI,SRSI,NSG6,SAMASTIPUR,ECR,PURNEA,BIHAR
1540,SATHI,SAHI,NSG6,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1541,SEMRA,SRA,NSG6,SAMASTIPUR,ECR,PURBI CHAMPARAN,BIHAR
1542,SIKTA,STF,NSG6,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1543,SINGHIAGHAT,NRN,NSG6,SAMASTIPUR,ECR,SAMASTIPUR,BIHAR
1544,SONMA PRANPUR F,SOPR,NSG6,SAMASTIPUR,ECR,BEGUSARAI,BIHAR
1545,TAMURIA,TMA,NSG6,SAMASTIPUR,ECR,MADHUBANI,BIHAR
1546,TARSARAI,TRS,NSG6,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1547,TARSARAI,TRS,NSG6,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1548,TEKTAR F,TQR,NSG6,SAMASTIPUR,ECR,ARARIA,BIHAR
1549,THALWARA,TLWA,NSG6,SAMASTIPUR,ECR,DARBHANGA,BIHAR
1550,THARBITIA,TB,NSG6,SAMASTIPUR,ECR,SUPAUL,BIHAR
1551,VALMIKINAGAR ROAD,VKNR,NSG6,SAMASTIPUR,ECR,PASHCHIM CHAMPARAN,BIHAR
1552,VINAEKMA HALT,BNKM,NSG6,SAMASTIPUR,ECR,SUPAUL,BIHAR
1553,JAMURIA,JMA,HG2,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1554,JORAMOW,JRW,HG2,ASANSOL,ER,DEOGHAR,JHARKHAND
1555,KACHUJOR,KOX,HG2,ASANSOL,ER,BIRBHUM,WEST BENGAL
1556,KASEETANR HALT,KEE,HG2,ASANSOL,ER,JAMTARA,JHARKHAND
1557,KRISHNA BALLAH SAHAY,KBSH,HG2,ASANSOL,ER,GIRIDIH,JHARKHAND
1558,NARGANJO HALT,NRGO,HG2,ASANSOL,ER,JAMUI,BIHAR
1559,RAJLA,RJLA,HG2,ASANSOL,ER,JAMUI,BIHAR
1560,SATSANGNAGAR,SSNR,HG2,ASANSOL,ER,DEOGHAR,JHARKHAND
1561,SIDULI,SXD,HG2,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1562,TALWA BAZAR,TLB,HG2,ASANSOL,ER,JAMUI,BIHAR
1563,ARJUN NAGAR,ANMP,HG3,ASANSOL,ER,DEOGHAR,JHARKHAND
1564,BHALUA,BHAU,HG3,ASANSOL,ER,BANKA,BIHAR
1565,CHANDANPAHARI,CNPI,HG3,ASANSOL,ER,DUMKA,JHARKHAND
1566,CHINCHURIYA,CCR,HG3,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1567,DHANPATDIH,DPDH,HG3,ASANSOL,ER,DUMKA,JHARKHAND
1568,ISHAN CHANDI HALT,INCI,HG3,ASANSOL,ER,PURBA BARDHAMAN,WEST BENGAL
1569,JAMA,JAMA,HG3,ASANSOL,ER,DUMKA,JHARKHAND
1570,KAKBARA,KKBA,HG3,ASANSOL,ER,BANKA,BIHAR
1571,LKRA JN.,IKRA,HG3,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1572,MAHISHADAHARI,MWZ,HG3,ASANSOL,ER,BIRBHUM,WEST BENGAL
1573,MOHANPUR,MHUR,HG3,ASANSOL,ER,DEOGHAR,JHARKHAND
1574,NEW MADANPUR,MPUR,HG3,ASANSOL,ER,DUMKA,JHARKHAND
1575,NEW NAWADIH,NNWH,HG3,ASANSOL,ER,DEOGHAR,JHARKHAND
1576,SIRSA NUNTHAR HALT,SSNT,HG3,ASANSOL,ER,DEOGHAR,JHARKHAND
1577,TP NO. 6/3(SUGA,SGPA,HG3,ASANSOL,ER,DEOGHAR,JHARKHAND
1578,TP NO. 7/11 (SUGAPAH,SAPT,HG3,ASANSOL,ER,DEOGHAR,JHARKHAND
1579,ASANSOL JN.,ASN,NSG2,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1580,DURGAPUR,DGR,NSG3,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1581,JASIDIH JN.,JSME,NSG3,ASANSOL,ER,DEOGHAR,JHARKHAND
1582,ANDAL JN.,UDL,NSG4,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1583,BAIDYANATHDHAM,BDME,NSG4,ASANSOL,ER,DEOGHAR,JHARKHAND
1584,BASUKINATH,BSKH,NSG4,ASANSOL,ER,DUMKA,JHARKHAND
1585,DEOGHAR,DGHR,NSG4,ASANSOL,ER,DEOGHAR,JHARKHAND
1586,MADHUPUR JN.,MDP,NSG4,ASANSOL,ER,DEOGHAR,JHARKHAND
1587,RANIGANJ,RNG,NSG4,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1588,BARAKAR,BRR,NSG5,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1589,CHITTARANJAN,CRJ,NSG5,ASANSOL,ER,JAMTARA,JHARKHAND
1590,DUMKA,DUMK,NSG5,ASANSOL,ER,DUMKA,JHARKHAND
1591,GIRIDIH,GRD,NSG5,ASANSOL,ER,GIRIDIH,JHARKHAND
1592,JAMTARA,JMT,NSG5,ASANSOL,ER,JAMTARA,JHARKHAND
1593,KULTI,ULT,NSG5,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1594,KUMARDUBI,KMME,NSG5,ASANSOL,ER,DHANBAD,JHARKHAND
1595,MANKAR,MNAE,NSG5,ASANSOL,ER,PURBA BARDHAMAN,WEST BENGAL
1596,PANAGARH,PAN,NSG5,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1597,PANDABESWAR,PAW,NSG5,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1598,SIMULTALA,STL,NSG5,ASANSOL,ER,JAMUI,BIHAR
