S No,Station Name,Station Code,Station Category,Division,Zone,District,State
1599,SITARAMPUR,STN,NSG5,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1600,SIURI,SURI,NSG5,ASANSOL,ER,BIRBHUM,WEST BENGAL
1601,UKHRA,UKA,NSG5,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1602,VIDYASAGAR,VDS,NSG5,ASANSOL,ER,JAMTARA,JHARKHAND
1603,BARABANI,BBI,NSG6,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1604,BARACHAK,BCQ,NSG6,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1605,BHIMGARA JN.,BMGA,NSG6,ASANSOL,ER,BIRBHUM,WEST BENGAL
1606,CHANDAN,CNDN,NSG6,ASANSOL,ER,BANKA,BIHAR
1607,CHHOTA AMBANA,CAM,NSG6,ASANSOL,ER,DHANBAD,JHARKHAND
1608,CHINPAI,CPLE,NSG6,ASANSOL,ER,BIRBHUM,WEST BENGAL
1609,DUBRAJPUR,DUJ,NSG6,ASANSOL,ER,BIRBHUM,WEST BENGAL
1610,GALSI,GLI,NSG6,ASANSOL,ER,PURBA BARDHAMAN,WEST BENGAL
1611,GHORMARA,GRMA,NSG6,ASANSOL,ER,DEOGHAR,JHARKHAND
1612,JAGADISHPUR,JGD,NSG6,ASANSOL,ER,DEOGHAR,JHARKHAND
1613,KAJORAGRAM,KJME,NSG6,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1614,KALIPAHARI,KPK,NSG6,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1615,KALUBATHAN,KAO,NSG6,ASANSOL,ER,DHANBAD,JHARKHAND
1616,KARJHAUSA,KARJ,NSG6,ASANSOL,ER,BANKA,BIHAR
1617,KATORIYA,KTOR,NSG6,ASANSOL,ER,BANKA,BIHAR
1618,KUMRABAD ROHINI,KBQ,NSG6,ASANSOL,ER,DEOGHAR,JHARKHAND
1619,KUNURI,KNRI,NSG6,ASANSOL,ER,BIRBHUM,WEST BENGAL
1620,LAHABON,LHB,NSG6,ASANSOL,ER,JAMUI,BIHAR
1621,MADANKATA H,MNC,NSG6,ASANSOL,ER,DEOGHAR,JHARKHAND
1622,MAHESHAMUNDA,MMD,NSG6,ASANSOL,ER,GIRIDIH,JHARKHAND
1623,MATHURAPUR,MUW,NSG6,ASANSOL,ER,DEOGHAR,JHARKHAND
1624,MUGMA,MMU,NSG6,ASANSOL,ER,DHANBAD,JHARKHAND
1625,PANCHRA,PCR,NSG6,ASANSOL,ER,BIRBHUM,WEST BENGAL
1626,PARAJ,PAJ,NSG6,ASANSOL,ER,PURBA BARDHAMAN,WEST BENGAL
1627,RAJBANDH,RBH,NSG6,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1628,RUPNARAYANPUR,RNPR,NSG6,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1629,SALANPUR,SLS,NSG6,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1630,SANKARPUR,SNQ,NSG6,ASANSOL,ER,DEOGHAR,JHARKHAND
1631,SONACHARA,SSCR,NSG6,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1632,TAPASI,TOP,NSG6,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1633,THAPARNAGAR,TNW,NSG6,ASANSOL,ER,DHANBAD,JHARKHAND
1634,WARIA,OYR,NSG6,ASANSOL,ER,PASCHIM BARDHAMAN,WEST BENGAL
1635,BISNUPRIYA HALT,VSPR,HG1,HOWRAH,ER,NADIA,WEST BENGAL
1636,DHANIAKHALI HALT,DNHL,HG1,HOWRAH,ER,HOOGHLY,WEST BENGAL
1637,MALIYA HALT,MLYA,HG1,HOWRAH,ER,HOOGHLY,WEST BENGAL
1638,MERTALA PHALEYA HALT,MTFA,HG1,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1639,RAJCHANDRAPUR,RCD,HG1,HOWRAH,ER,HOWRAH,WEST BENGAL
1640,AMARUN,ARNB,HG2,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1641,MIAGRAM HALT,MIAN,HG2,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1642,NIMO HALT,NMF,HG2,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1643,SHIBLUN H,SHBL,HG2,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1644,TAKIPUR HALT,TKPH,HG2,HOWRAH,ER,HOOGHLY,WEST BENGAL
1645,TALPUR HALT,TLPH,HG2,HOWRAH,ER,HOOGHLY,WEST BENGAL
1646,ADALPAHARI,ALPD,HG3,HOWRAH,ER,BIRBHUM,WEST BENGAL
1647,AMBALGRAM,ABGM,HG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1648,BHATAR H,BTRH,HG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1649,BIRSHAMUNDA HALT,BSMH,HG3,HOWRAH,ER,BANKURA,WEST BENGAL
1650,CHAMARDIGHI,CMDG,HG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1651,CHANCHAI H,CHC,HG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1652,DAHAPARA DHAM,DHPD,HG3,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1653,DASKALGRAM,DLM,HG3,HOWRAH,ER,BIRBHUM,WEST BENGAL
1654,GOGHAT,GOGT,HG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1655,GOPALPURGRAM,GPLG,HG3,HOWRAH,ER,BIRBHUM,WEST BENGAL
1656,ISLAMPARA HALT,IPRA,HG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1657,JIBANTI HALT,JVT,HG3,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1658,KAICHAR,KCY,HG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1659,KAMNARA,KMRA,HG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1660,KANTHALIA ROAD HALT,KTLR,HG3,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1661,KARJANAGRAM,KJRM,HG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1662,KAZIPARA HALT,KZPE,HG3,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1663,KHETIA,KSHT,HG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1664,KOMARPUR,KMPR,HG3,HOWRAH,ER,BIRBHUM,WEST BENGAL
1665,KURMADANGA H,KMDC,HG3,HOWRAH,ER,BIRBHUM,WEST BENGAL
1666,KURVA,KURV,HG3,HOWRAH,ER,DUMKA,JHARKHAND
1667,NABAGRAM KANKURHATI,NBKH,HG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1668,NANDAIGRAM,NDIM,HG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1669,NIROL F,NXL,HG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1670,NIYALISH PARA,NLSF,HG3,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1671,SAHEBTALA HALT,SHBA,HG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1672,SAOTA,SOF,HG3,HOWRAH,ER,BIRBHUM,WEST BENGAL
1673,SHRIKHANDA,SIZ,HG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1674,HOWRAH,HWH,NSG1,HOWRAH,ER,HOWRAH,WEST BENGAL
1675,BARDDHAMAN,BWN,NSG2,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1676,BANDEL JN.,BDC,NSG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1677,RAMPUR HAT,RPH,NSG3,HOWRAH,ER,BIRBHUM,WEST BENGAL
1678,BOLPUR SHANTINIKETAN,BHP,NSG4,HOWRAH,ER,BIRBHUM,WEST BENGAL
1679,AHAMADPUR JN.,AMP,NSG5,HOWRAH,ER,BIRBHUM,WEST BENGAL
1680,AZIMGANJ,AZ,NSG5,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1681,BAZARSAU,BZLE,NSG5,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1682,GUSKARA,GKH,NSG5,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1683,KHAGRAGHAT ROAD,KGLE,NSG5,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1684,MALLARPUR,MLV,NSG5,HOWRAH,ER,BIRBHUM,WEST BENGAL
1685,MORGRAM,MGAE,NSG5,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1686,MURARAI,MRR,NSG5,HOWRAH,ER,BIRBHUM,WEST BENGAL
1687,NALHATI JN.,NHT,NSG5,HOWRAH,ER,BIRBHUM,WEST BENGAL
1688,PAKUR,PKR,NSG5,HOWRAH,ER,PAKUR,JHARKHAND
1689,RAJGRAM,RJG,NSG5,HOWRAH,ER,BIRBHUM,WEST BENGAL
1690,SAGARDIGHI,SDI,NSG5,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1691,SAINTHIA JN,SNT,NSG5,HOWRAH,ER,BIRBHUM,WEST BENGAL
1692,SALAR,SALE,NSG5,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1693,AZIMGANJ CITY,ACLE,NSG6,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1694,BANPAS,BPS,NSG6,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1695,BANSHLAI BRIDGE,BSBR,NSG6,HOWRAH,ER,BIRBHUM,WEST BENGAL
1696,BARALA,BAA,NSG6,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1697,BARMASIA,BRMA,NSG6,HOWRAH,ER,DUMKA,JHARKHAND
1698,BATASPUR,BSLE,NSG6,HOWRAH,ER,BIRBHUM,WEST BENGAL
1699,BHEDIA,BDH,NSG6,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1700,CHATRA,CTR,NSG6,HOWRAH,ER,BIRBHUM,WEST BENGAL
1701,CHOWHATTA,CWT,NSG6,HOWRAH,ER,BIRBHUM,WEST BENGAL
1702,CHOWRIGACHA,CWLE,NSG6,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1703,GADADHARPUR,GHLE,NSG6,HOWRAH,ER,BIRBHUM,WEST BENGAL
1704,GANGATIKURI,GGLE,NSG6,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1705,GOSAINGRAM,GSGB,NSG6,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1706,GUMANI,GMAN,NSG6,HOWRAH,ER,PAKUR,JHARKHAND
1707,HARINSING,HRNS,NSG6,HOWRAH,ER,DUMKA,JHARKHAND
1708,JHAMATPUR BAHARAN,JHBN,NSG6,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1709,JHAPATER DHAL,JTL,NSG6,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1710,JNANDAS KANDRA,GNND,NSG6,HOWRAH,ER,BIRBHUM,WEST BENGAL
1711,KARNA SUBARNA,KNSN,NSG6,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1712,KHANA JN.,KAN,NSG6,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1713,KIRNAHAR,KNHR,NSG6,HOWRAH,ER,BIRBHUM,WEST BENGAL
1714,KOPAI,KPLE,NSG6,HOWRAH,ER,BIRBHUM,WEST BENGAL
1715,KOTALPUKUR,KLP,NSG6,HOWRAH,ER,PAKUR,JHARKHAND
1716,LABPUR,LBP,NSG6,HOWRAH,ER,BIRBHUM,WEST BENGAL
1717,LALBAGH COURT ROAD,LCAE,NSG6,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1718,LOHAPUR,LAP,NSG6,HOWRAH,ER,BIRBHUM,WEST BENGAL
1719,MALIHATI TALIBPUR RO,MHTR,NSG6,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1720,NAGARNABI,NGF,NSG6,HOWRAH,ER,PAKUR,JHARKHAND
1721,NOADAR DHAL,NRX,NSG6,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1722,PACHANDI,PNDI,NSG6,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1723,PICHKURIR DHAL,PCQ,NSG6,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1724,PINARGARIA,PRGR,NSG6,HOWRAH,ER,DUMKA,JHARKHAND
1725,PRANTIK,PNE,NSG6,HOWRAH,ER,BIRBHUM,WEST BENGAL
1726,SIKARIPARA,SKIP,NSG6,HOWRAH,ER,DUMKA,JHARKHAND
1727,SWADINPUR,SDLE,NSG6,HOWRAH,ER,BIRBHUM,WEST BENGAL
1728,TAKIPUR,TKP,NSG6,HOWRAH,ER,BIRBHUM,WEST BENGAL
1729,TALIT,TIT,NSG6,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1730,TARAPITH ROAD,TPF,NSG6,HOWRAH,ER,BIRBHUM,WEST BENGAL
1731,TENYA,TYAE,NSG6,HOWRAH,ER,MURSHIDABAD,WEST BENGAL
1732,TILBHITA,TBB,NSG6,HOWRAH,ER,PAKUR,JHARKHAND
1733,KONNAGAR,KOG,SG2,HOWRAH,ER,HOOGHLY,WEST BENGAL
1734,RISHRA,RIS,SG2,HOWRAH,ER,HOOGHLY,WEST BENGAL
1735,SHEORAPHULLY JN.,SHE,SG2,HOWRAH,ER,HOOGHLY,WEST BENGAL
1736,SHRIRAMPUR,SRP,SG2,HOWRAH,ER,HOOGHLY,WEST BENGAL
1737,ADI SAPTAGRAM,ADST,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1738,AGRADWIP,AGAE,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1739,AMBIKA KALNA,ABKA,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1740,ARAMBAG,AMBG,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1741,BAGHNAPARA,BGRA,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1742,BAGILA,BGF,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1743,BAHIR KHANDA,BAHW,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1744,BAIDYABATI,BBAE,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1745,BAINCHI,BOI,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1746,BAINCHIGRAM,BCGM,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1747,BALAGARH,BGAE,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1748,BALARAMBATI,BLAE,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1749,BALGONA,BGNA,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1750,BALLY,BLY,SG3,HOWRAH,ER,HOWRAH,WEST BENGAL
1751,BANKAPASI F,BCF,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1752,BANSH BARIA,BSAE,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1753,BARUI PARA,BRPA,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1754,BEGAMPUR,BPAE,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1755,BEHULA,BHLA,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1756,BELANAGAR,BZL,SG3,HOWRAH,ER,HOWRAH,WEST BENGAL
1757,BELERHAT,BQY,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1758,BELMURI,BMAE,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1759,BELUR,BEQ,SG3,HOWRAH,ER,HOWRAH,WEST BENGAL
1760,BELUR MATH,BRMH,SG3,HOWRAH,ER,HOWRAH,WEST BENGAL
1761,BHADRESHWAR,BHR,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1762,BHANDARTIKURI,BFZ,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1763,CHANDAN NAGAR,CGR,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1764,CHANDANPUR,CDAE,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1765,CHUCHURA,CNS,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1766,DAINHAT,DHAE,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1767,DANKUNI,DKAE,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1768,DEBIPUR,DBP,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1769,DHATRIGRAM,DTAE,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1770,DIARA,DEA,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1771,DUMURDAHA,DMLE,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1772,GANGPUR,GRP,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1773,GARIFA,GFAE,SG3,HOWRAH,ER,24 PARAGANAS NORTH,WEST BENGAL
1774,GOBRA,GBRA,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1775,GOKULNAGAR JOYPUR,GNJP,SG3,HOWRAH,ER,BANKURA,WEST BENGAL
1776,GUPTIPARA,GPAE,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1777,GURAP,GRAE,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1778,HAJIGARH,HIH,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1779,HARIPAL,HPL,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1780,HIND MOTOR,HMZ,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1781,HOOGHLY,HGY,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1782,HOOGHLY GHAT,HYG,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1783,JANAI ROAD,JOX,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1784,JAUGRAM,JRAE,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1785,JHAPANDANGA,JPQ,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1786,JIRAT,JIT,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1787,KAIKALA,KKAE,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1788,KALINAGAR,KLNT,SG3,HOWRAH,ER,NADIA,WEST BENGAL
1789,KAMARKUNDU,KQU,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1790,KARJANA,KJRA,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1791,KATWA JN.,KWAE,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1792,KHAMARGACHHI,KMAE,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1793,KHANYAN,KHN,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1794,KUNTIGHAT,KJU,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1795,LAKSHMIPUR,LKX,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1796,LILUAH,LLH,SG3,HOWRAH,ER,HOWRAH,WEST BENGAL
1797,LOKNATH,LOK,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1798,MADHU SUDANPUR,MDSE,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1799,MAGRA,MUG,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1800,MANKUNDU,MUU,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1801,MASAGRAM,MSAE,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1802,MAYAPUR,MAYP,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1803,MEMARI,MYM,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1804,MIRZAPUR-BANKIPUR,MBE,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1805,NABADWIP DHAM,NDAE,SG3,HOWRAH,ER,NADIA,WEST BENGAL
1806,NABAGRAM,NBAE,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1807,NALIKUL,NKL,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1808,NASIBPUR,NSF,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1809,NEGUN HALT,NGX,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1810,PALLA ROAD,PRAE,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1811,PALSIT,PLAE,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1812,PANDOOAH,PDA,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1813,PATULI,PTAE,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1814,PORABAZAR,PBZ,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1815,PURBASTHALI,PSAE,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1816,RASULPUR,RSLR,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1817,SAKTIGARH,SKG,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1818,SAMUDRAGARH,SMAE,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1819,SHRIPAT SHRIKHANDA,SPS,SG3,HOWRAH,ER,PURBA BARDHAMAN,WEST BENGAL
1820,SIBAICHANDI,SHBC,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1821,SIMLAGARH,SLG,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1822,SINGUR,SIU,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1823,SOMRA BAZAR,SOAE,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1824,TALANDU,TLO,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1825,TARAKESWAR,TAK,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1826,TRIBENI,TBAE,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1827,UTTARPARA,UPA,SG3,HOWRAH,ER,HOOGHLY,WEST BENGAL
1828,ABJUGANJ,AJUG,HG2,MALDA,ER,BHAGALPUR,BIHAR
1829,AMMAPALI,AMPL,HG2,MALDA,ER,BHAGALPUR,BIHAR
1830,BASUDEBPUR H,BDBP,HG2,MALDA,ER,MURSHIDABAD,WEST BENGAL
1831,BINDUBASINI,BDBS,HG2,MALDA,ER,SAHEBGANJ,JHARKHAND
1832,KHARIAPIPRA HALT,KAPP,HG2,MALDA,ER,BHAGALPUR,BIHAR
1833,MURARPUR HALT,MPY,HG2,MALDA,ER,BHAGALPUR,BIHAR
1834,AHIRAN H,AHN,HG3,MALDA,ER,MURSHIDABAD,WEST BENGAL
1835,BELA HALT,BELT,HG3,MALDA,ER,BANKA,BIHAR
1836,CHHIT MAKHANDPUR,CTMP,HG3,MALDA,ER,BHAGALPUR,BIHAR
1837,DANRE,DANE,HG3,MALDA,ER,GODDA,JHARKHAND
1838,GANGWARA HALT,GGWA,HG3,MALDA,ER,DUMKA,JHARKHAND
1839,GANI DHAM HALT,GIF,HG3,MALDA,ER,BHAGALPUR,BIHAR
1840,GHOGI BARIARPUR,GIBP,HG3,MALDA,ER,LAKHISARAI,BIHAR
1841,GHORGHAT,GOG,HG3,MALDA,ER,MUNGER,BIHAR
1842,HATPURAINI H,HPLE,HG3,MALDA,ER,BHAGALPUR,BIHAR
1843,JAGADISHPUR HALT,JDPT,HG3,MALDA,ER,BHAGALPUR,BIHAR
1844,KAMARGANJ,KMGH,HG3,MALDA,ER,BHAGALPUR,BIHAR
1845,KOLLIKHUTAHA H,KKTA,HG3,MALDA,ER,BHAGALPUR,BIHAR
1846,KUMRADOL,KADL,HG3,MALDA,ER,GODDA,JHARKHAND
1847,KURMAHAT,KUMT,HG3,MALDA,ER,DUMKA,JHARKHAND
1848,LAKSHMIPUR BHORANG,LKB,HG3,MALDA,ER,BHAGALPUR,BIHAR
1849,MAHESHI,MVV,HG3,MALDA,ER,BHAGALPUR,BIHAR
1850,MAHIPAL HALT,MPLE,HG3,MALDA,ER,MURSHIDABAD,WEST BENGAL
1851,MANDAR VIDYAPITH HAL,MDVB,HG3,MALDA,ER,BANKA,BIHAR
1852,NOAPARA MAHISHASUR,NWMS,HG3,MALDA,ER,MURSHIDABAD,WEST BENGAL
1853,PANDETOLA,PETA,HG3,MALDA,ER,BANKA,BIHAR
1854,PANJWARA ROAD,PJLE,HG3,MALDA,ER,BANKA,BIHAR
1855,PATAM,PATM,HG3,MALDA,ER,MUNGER,BIHAR
1856,PAWAI BROHMASTHAN HA,PWBN,HG3,MALDA,ER,LAKHISARAI,BIHAR
1857,PIPRADIH,PPDI,HG3,MALDA,ER,BANKA,BIHAR
1858,PRAYAHAT HALT,PYHT,HG3,MALDA,ER,GODDA,JHARKHAND
1859,PUNSIA H,PNSA,HG3,MALDA,ER,BANKA,BIHAR
1860,RAMPUR HALT,RMPR,HG3,MALDA,ER,LAKHISARAI,BIHAR
1861,RISHIKUND,RIKD,HG3,MALDA,ER,MUNGER,BIHAR
1862,SANJHA H,SJJ,HG3,MALDA,ER,BANKA,BIHAR
1863,SANKOPARA H,SXP,HG3,MALDA,ER,MURSHIDABAD,WEST BENGAL
1864,SAROBAG,SRB,HG3,MALDA,ER,MUNGER,BIHAR
1865,TELIA,TELY,HG3,MALDA,ER,BANKA,BIHAR
1866,BHAGALPUR,BGP,NSG2,MALDA,ER,BHAGALPUR,BIHAR
1867,JAMALPUR JN.,JMP,NSG3,MALDA,ER,MUNGER,BIHAR
1868,MALDA TOWN,MLDT,NSG3,MALDA,ER,MALDAH,WEST BENGAL
1869,NEW FARAKKA,NFK,NSG4,MALDA,ER,MURSHIDABAD,WEST BENGAL
1870,SULTANGANJ,SGG,NSG4,MALDA,ER,BHAGALPUR,BIHAR
1871,ABHAIPUR,AHA,NSG5,MALDA,ER,LAKHISARAI,BIHAR
1872,BARHARWA JN.,BHW,NSG5,MALDA,ER,SAHEBGANJ,JHARKHAND
1873,BARIARPUR,BUP,NSG5,MALDA,ER,MUNGER,BIHAR
1874,DHULIAN GANGA,DGLE,NSG5,MALDA,ER,MURSHIDABAD,WEST BENGAL
1875,GHOGHA,GGA,NSG5,MALDA,ER,BHAGALPUR,BIHAR
1876,JANGIPUR ROAD,JRLE,NSG5,MALDA,ER,MURSHIDABAD,WEST BENGAL
1877,KAHALGAON,CLG,NSG5,MALDA,ER,BHAGALPUR,BIHAR
1878,KAJRAH,KJH,NSG5,MALDA,ER,LAKHISARAI,BIHAR
1879,KHALTIPUR,KTJ,NSG5,MALDA,ER,MALDAH,WEST BENGAL
1880,MIRZA-CHEUKI,MZC,NSG5,MALDA,ER,SAHEBGANJ,JHARKHAND
1881,NIMTITA,NILE,NSG5,MALDA,ER,MURSHIDABAD,WEST BENGAL
1882,PIRPAINTI,PPT,NSG5,MALDA,ER,BHAGALPUR,BIHAR
1883,RAJMAHAL,RJL,NSG5,MALDA,ER,SAHEBGANJ,JHARKHAND
1884,SAHIBGANJ,SBG,NSG5,MALDA,ER,SAHEBGANJ,JHARKHAND
1885,TINPAHAR JN.,TPH,NSG5,MALDA,ER,SAHEBGANJ,JHARKHAND
1886,AKBARNAGAR,AKN,NSG6,MALDA,ER,BHAGALPUR,BIHAR
1887,BAKUDI,BKLE,NSG6,MALDA,ER,SAHEBGANJ,JHARKHAND
